/private/tmp/fin496_bridge_v3_163cdf2/taa_project/data_audit.py:462: FutureWarning: The previous implementation of stack is deprecated and will be removed in a future version of pandas. See the What's New notes for pandas 2.1.0 for details. Specify future_stack=True to adopt the new implementation and silence this warning.
  returns.stack(dropna=False)
/private/tmp/fin496_bridge_v3_163cdf2/taa_project/data_audit.py:465: FutureWarning: The previous implementation of stack is deprecated and will be removed in a future version of pandas. See the What's New notes for pandas 2.1.0 for details. Specify future_stack=True to adopt the new implementation and silence this warning.
  .join(availability.stack(dropna=False).rename("availability"))
Run: 07_vol70_bl100.txt
Config: core_vol=0.042, sat_vol=0.07, nt_vol=0.105, bl=True, shock=1.0
Started: 2026-04-21 16:25:40
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=stress
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=neutral
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
[SOLVE] vb=0.1 regime=risk_on
Annualized Return: 11.178930%
Annualized Volatility: 9.495053%
Max Drawdown: -33.670558%
Sharpe: 0.966707
Sortino: 1.395656
Calmar: 0.332009
Finished: 2026-04-21 16:28:47
