Date,portfolio_return,gross_return,turnover,turnover_cost,scheduled_rebalance_flag,rebalance_flag
2003-05-19,-0.006699877319842379,-0.006699877319842379,0.0,0.0,0,0
2003-05-20,0.00010184032755352609,0.00010184032755352609,0.0,0.0,0,0
2003-05-21,0.003042451912342688,0.003042451912342688,0.0,0.0,0,0
2003-05-22,0.002868357085235812,0.002868357085235812,0.0,0.0,0,0
2003-05-23,0.0028284800359264796,0.0028284800359264796,0.0,0.0,0,0
2003-05-25,0.0,0.0,0.0,0.0,0,0
2003-05-26,0.001550991002533191,0.001550991002533191,0.0,0.0,0,0
2003-05-27,0.004917910855323255,0.004917910855323255,0.0,0.0,0,0
2003-05-28,-0.0013052451295814688,-0.0013052451295814688,0.0,0.0,0,0
2003-05-29,-0.0006163146956573417,-0.0006163146956573417,0.0,0.0,0,0
2003-05-30,0.006118850366235111,0.006118850366235111,0.0,0.0,0,0
2003-06-01,0.0,0.0,0.0,0.0,0,0
2003-06-02,0.002892527419523369,0.002892527419523369,0.0,0.0,0,0
2003-06-03,0.0026014830149685393,0.0026014830149685393,0.0,0.0,0,0
2003-06-04,0.006724620871923705,0.006724620871923705,0.0,0.0,0,0
2003-06-05,0.0043952023736116876,0.0043952023736116876,0.0,0.0,0,0
2003-06-06,-0.001347217802735199,-0.001347217802735199,0.0,0.0,0,0
2003-06-08,0.0,0.0,0.0,0.0,0,0
2003-06-09,-0.006390226948475273,-0.006390226948475273,0.0,0.0,0,0
2003-06-10,0.0015026397581470884,0.0015026397581470884,0.0,0.0,0,0
2003-06-11,0.009370874953225115,0.009370874953225115,0.0,0.0,0,0
2003-06-12,-0.0011248367686099892,-0.0011248367686099892,0.0,0.0,0,0
2003-06-13,-0.003097514656527178,-0.003097514656527178,0.0,0.0,0,0
2003-06-15,0.0,0.0,0.0,0.0,0,0
2003-06-16,0.010647805322748064,0.010647805322748064,0.0,0.0,0,0
2003-06-17,0.0014074111616097678,0.0014074111616097678,0.0,0.0,0,0
2003-06-18,-0.0043026585408089055,-0.0043026585408089055,0.0,0.0,0,0
2003-06-19,-0.0055294184820158096,-0.0055294184820158096,0.0,0.0,0,0
2003-06-20,-0.0014838736043818166,-0.0014838736043818166,0.0,0.0,0,0
2003-06-22,0.0,0.0,0.0,0.0,0,0
2003-06-23,-0.008658961514662862,-0.008658961514662862,0.0,0.0,0,0
2003-06-24,-0.0023651617922488335,-0.0023651617922488335,0.0,0.0,0,0
2003-06-25,-0.0029094258006704607,-0.0029094258006704607,0.0,0.0,0,0
2003-06-26,0.003793192499329181,0.003793192499329181,0.0,0.0,0,0
2003-06-27,-0.003863209871357638,-0.003863209871357638,0.0,0.0,0,0
2003-06-29,0.0,0.0,0.0,0.0,0,0
2003-06-30,-0.00013726288993655723,-0.00013726288993655723,0.0,0.0,0,0
2003-07-01,0.0072443042788950885,0.0072443042788950885,0.0,0.0,0,0
2003-07-02,0.010217153113539568,0.010217153113539568,0.0,0.0,0,0
2003-07-03,-0.0028120527166050862,-0.0028120527166050862,0.0,0.0,0,0
2003-07-04,-0.0007064530264547077,-0.0007064530264547077,0.0,0.0,0,0
2003-07-06,0.0,0.0,0.0,0.0,0,0
2003-07-07,0.010674108516382981,0.010674108516382981,0.0,0.0,0,0
2003-07-08,0.0007374637721239985,0.0007374637721239985,0.0,0.0,0,0
2003-07-09,-0.0016076021613811583,-0.0016076021613811583,0.0,0.0,0,0
2003-07-10,-0.005718376916552475,-0.005718376916552475,0.0,0.0,0,0
2003-07-11,0.0036856343323609497,0.0036856343323609497,0.0,0.0,0,0
2003-07-13,0.0,0.0,0.0,0.0,0,0
2003-07-14,0.004102622302427265,0.004102622302427265,0.0,0.0,0,0
2003-07-15,-0.005400372254736183,-0.005400372254736183,0.0,0.0,0,0
2003-07-16,-0.0027864013601329052,-0.0027864013601329052,0.0,0.0,0,0
2003-07-17,-0.007571034872727986,-0.007571034872727986,0.0,0.0,0,0
2003-07-18,0.00624774980667,0.00624774980667,0.0,0.0,0,0
2003-07-20,0.0,0.0,0.0,0.0,0,0
2003-07-21,-0.006462148369410696,-0.006462148369410696,0.0,0.0,0,0
2003-07-22,0.004601693522356936,0.004601693522356936,0.0,0.0,0,0
2003-07-23,0.00689600151988308,0.00689600151988308,0.0,0.0,0,0
2003-07-24,-0.0014187523225798707,-0.0014187523225798707,0.0,0.0,0,0
2003-07-25,0.007542717480971112,0.007542717480971112,0.0,0.0,0,0
2003-07-27,0.0,0.0,0.0,0.0,0,0
2003-07-28,0.0005079661423993381,0.0005079661423993381,0.0,0.0,0,0
2003-07-29,-0.004346546538400116,-0.004346546538400116,0.0,0.0,0,0
2003-07-30,-0.002552099251493612,-0.002552099251493612,0.0,0.0,0,0
2003-07-31,-0.0003684811439323033,-0.0003684811439323033,0.0,0.0,0,0
2003-08-01,-0.008204403940674492,-0.008204403940674492,0.0,0.0,0,0
2003-08-03,0.0,0.0,0.0,0.0,0,0
2003-08-04,0.000537193836298281,0.000537193836298281,0.0,0.0,0,0
2003-08-05,-0.008274891557037284,-0.008274891557037284,0.0,0.0,0,0
2003-08-06,0.001372653474823405,0.001372653474823405,0.0,0.0,0,0
2003-08-07,0.00519895924991957,0.00519895924991957,0.0,0.0,0,0
2003-08-08,0.0024669822033751196,0.0024669822033751196,0.0,0.0,0,0
2003-08-10,0.0,0.0,0.0,0.0,0,0
2003-08-11,0.004625127068034085,0.004625127068034085,0.0,0.0,0,0
2003-08-12,0.002832281358305974,0.002832281358305974,0.0,0.0,0,0
2003-08-13,-0.0010594909316670872,-0.0010594909316670872,0.0,0.0,0,0
2003-08-14,0.005645789626573172,0.005645789626573172,0.0,0.0,0,0
2003-08-15,-0.0024430124768491184,-0.0024430124768491184,0.0,0.0,0,0
2003-08-17,0.0,0.0,0.0,0.0,0,0
2003-08-18,0.00421051963552665,0.00421051963552665,0.0,0.0,0,0
2003-08-19,0.005736423015012433,0.005736423015012433,0.0,0.0,0,0
2003-08-20,0.002164686887159531,0.002164686887159531,0.0,0.0,0,0
2003-08-21,-0.00037147617802595805,-0.00037147617802595805,0.0,0.0,0,0
2003-08-22,-0.004337309075798993,-0.004337309075798993,0.0,0.0,0,0
2003-08-24,0.0,0.0,0.0,0.0,0,0
2003-08-25,-0.002107553200966879,-0.002107553200966879,0.0,0.0,0,0
2003-08-26,0.0039503769224886335,0.0039503769224886335,0.0,0.0,0,0
2003-08-27,0.0049915884240839805,0.0049915884240839805,0.0,0.0,0,0
2003-08-28,0.0014070841043173964,0.0014070841043173964,0.0,0.0,0,0
2003-08-29,0.005707613682394802,0.005707613682394802,0.0,0.0,0,0
2003-08-31,0.0,0.0,0.0,0.0,0,0
2003-09-01,0.003128802994005228,0.003128802994005228,0.0,0.0,0,0
2003-09-02,0.004174710247062882,0.004174710247062882,0.0,0.0,0,0
2003-09-03,0.004576081648790212,0.004576081648790212,0.0,0.0,0,0
2003-09-04,-0.0003737295612967034,-0.0003737295612967034,0.0,0.0,0,0
2003-09-05,-0.000743167083697449,-0.000743167083697449,0.0,0.0,0,0
2003-09-07,0.0,0.0,0.0,0.0,0,0
2003-09-08,0.003683880811705941,0.003683880811705941,0.0,0.0,0,0
2003-09-09,0.0013595986101325893,0.0013595986101325893,0.0,0.0,0,0
2003-09-10,-0.007057756884658444,-0.007057756884658444,0.0,0.0,0,0
2003-09-11,0.0017478778498060798,0.0017478778498060798,0.0,0.0,0,0
2003-09-12,-0.0013783188036232416,-0.0013783188036232416,0.0,0.0,0,0
2003-09-14,0.0,0.0,0.0,0.0,0,0
2003-09-15,-0.002330824653306827,-0.002330824653306827,0.0,0.0,0,0
2003-09-16,0.007864248895274796,0.007864248895274796,0.0,0.0,0,0
2003-09-17,0.0004985268295952974,0.0004985268295952974,0.0,0.0,0,0
2003-09-18,0.00657770820602621,0.00657770820602621,0.0,0.0,0,0
2003-09-19,0.001497337296850545,0.001497337296850545,0.0,0.0,0,0
2003-09-21,0.0,0.0,0.0,0.0,0,0
2003-09-22,-0.006178652730420177,-0.006178652730420177,0.0,0.0,0,0
2003-09-23,0.002506776435184982,0.002506776435184982,0.0,0.0,0,0
2003-09-24,-0.005546884483513937,-0.005546884483513937,0.0,0.0,0,0
2003-09-25,-0.006824610213104706,-0.006824610213104706,0.0,0.0,0,0
2003-09-26,-0.004746713254103399,-0.004746713254103399,0.0,0.0,0,0
2003-09-29,0.0035543434590769207,0.0035543434590769207,0.0,0.0,0,0
2003-09-30,-0.0014830872557254392,-0.0014830872557254392,0.0,0.0,0,0
2003-10-01,0.010800240911372034,0.010800240911372034,0.0,0.0,0,0
2003-10-02,0.0021227443350638774,0.0021227443350638774,0.0,0.0,0,0
2003-10-03,-0.002790747356862743,-0.002790747356862743,0.0,0.0,0,0
2003-10-06,0.0041565605145660175,0.0041565605145660175,0.0,0.0,0,0
2003-10-07,0.0041529622837662315,0.0041529622837662315,0.0,0.0,0,0
2003-10-08,-0.004006349969055386,-0.004006349969055386,0.0,0.0,0,0
2003-10-09,0.00023571214439717866,0.00023571214439717866,0.0,0.0,0,0
2003-10-10,0.004435735559942577,0.004435735559942577,0.0,0.0,0,0
2003-10-12,0.0,0.0,0.0,0.0,0,0
2003-10-13,0.0048334054783493,0.0048334054783493,0.0,0.0,0,0
2003-10-14,0.0016216157030656646,0.0016216157030656646,0.0,0.0,0,0
2003-10-15,-0.00288178182027634,-0.00288178182027634,0.0,0.0,0,0
2003-10-16,0.0010876974602456553,0.0010876974602456553,0.0,0.0,0,0
2003-10-17,-0.004681397528514944,-0.004681397528514944,0.0,0.0,0,0
2003-10-19,0.0,0.0,0.0,0.0,0,0
2003-10-20,0.0035729190444275223,0.0035729190444275223,0.0,0.0,0,0
2003-10-21,0.003668019280672626,0.003668019280672626,0.0,0.0,0,0
2003-10-22,-0.0045559583571728665,-0.0045559583571728665,0.0,0.0,0,0
2003-10-23,-0.003765651876191385,-0.003765651876191385,0.0,0.0,0,0
2003-10-24,-0.00010704120339603041,-0.00010704120339603041,0.0,0.0,0,0
2003-10-26,0.0,0.0,0.0,0.0,0,0
2003-10-27,0.002906228624121371,0.002906228624121371,0.0,0.0,0,0
2003-10-28,0.00440875775149892,0.00440875775149892,0.0,0.0,0,0
2003-10-29,0.00391661412416808,0.00391661412416808,0.0,0.0,0,0
2003-10-30,-0.0024949882518374984,-0.0024949882518374984,0.0,0.0,0,0
2003-10-31,1.6464118858337666e-06,1.6464118858337666e-06,0.0,0.0,0,0
2003-11-02,0.0,0.0,0.0,0.0,0,0
2003-11-03,0.0015230882278244777,0.0015230882278244777,0.0,0.0,0,0
2003-11-04,0.0029075364609584733,0.0029075364609584733,0.0,0.0,0,0
2003-11-05,-0.00131978256143676,-0.00131978256143676,0.0,0.0,0,0
2003-11-06,0.0002141516427432584,0.0002141516427432584,0.0,0.0,0,0
2003-11-07,0.0006618804697464054,0.0006618804697464054,0.0,0.0,0,0
2003-11-09,0.0,0.0,0.0,0.0,0,0
2003-11-10,-0.0010854411725401,-0.0010854411725401,0.0,0.0,0,0
2003-11-11,-0.002748001942774372,-0.002748001942774372,0.0,0.0,0,0
2003-11-12,0.01079569132567718,0.01079569132567718,0.0,0.0,0,0
2003-11-13,0.0018693852659538014,0.0018693852659538014,0.0,0.0,0,0
2003-11-14,-0.0013406794894742279,-0.0013406794894742279,0.0,0.0,0,0
2003-11-16,0.0,0.0,0.0,0.0,0,0
2003-11-17,-0.009375933118167014,-0.009375933118167014,0.0,0.0,0,0
2003-11-18,-0.0001790097870277965,-0.0001790097870277965,0.0,0.0,0,0
2003-11-19,-0.0008924832029455431,-0.0008924832029455431,0.0,0.0,0,0
2003-11-20,-0.002220084903614861,-0.002220084903614861,0.0,0.0,0,0
2003-11-21,0.0005379505318600792,0.0005379505318600792,0.0,0.0,0,0
2003-11-23,0.0,0.0,0.0,0.0,0,0
2003-11-24,0.006985244756083987,0.006985244756083987,0.0,0.0,0,0
2003-11-25,0.0029144154371314865,0.0029144154371314865,0.0,0.0,0,0
2003-11-26,0.005413984995422493,0.005413984995422493,0.0,0.0,0,0
2003-11-27,-0.001143799794428744,-0.001143799794428744,0.0,0.0,0,0
2003-11-28,0.0006650667269502199,0.0006650667269502199,0.0,0.0,0,0
2003-11-30,0.0,0.0,0.0,0.0,0,0
2003-12-01,0.011292166341049415,0.011292166341049415,0.0,0.0,0,0
2003-12-02,-0.0006828722634623907,-0.0006828722634623907,0.0,0.0,0,0
2003-12-03,-0.00068360751828245,-0.00068360751828245,0.0,0.0,0,0
2003-12-04,0.0019957473618319277,0.0019957473618319277,0.0,0.0,0,0
2003-12-05,-0.0015463281633664463,-0.0015463281633664463,0.0,0.0,0,0
2003-12-07,0.0,0.0,0.0,0.0,0,0
2003-12-08,0.0024892705984751575,0.0024892705984751575,0.0,0.0,0,0
2003-12-09,-0.0021888840877779467,-0.0021888840877779467,0.0,0.0,0,0
2003-12-10,-0.003334638376280409,-0.003334638376280409,0.0,0.0,0,0
2003-12-11,0.007289780942992261,0.007289780942992261,0.0,0.0,0,0
2003-12-12,0.00375437988411862,0.00375437988411862,0.0,0.0,0,0
2003-12-14,0.0,0.0,0.0,0.0,0,0
2003-12-15,-0.0008184689639515481,-0.0008184689639515481,0.0,0.0,0,0
2003-12-16,0.0010187041732099696,0.0010187041732099696,0.0,0.0,0,0
2003-12-17,0.0020267405219005705,0.0020267405219005705,0.0,0.0,0,0
2003-12-18,0.0047828263892434565,0.0047828263892434565,0.0,0.0,0,0
2003-12-19,0.00022683244237171757,0.00022683244237171757,0.0,0.0,0,0
2003-12-21,0.0,0.0,0.0,0.0,0,0
2003-12-22,0.004106705773711232,0.004106705773711232,0.0,0.0,0,0
2003-12-23,0.0014263285610889727,0.0014263285610889727,0.0,0.0,0,0
2003-12-24,0.0008950729157309717,0.0008950729157309717,0.0,0.0,0,0
2003-12-25,0.00029969753945923713,0.00029969753945923713,0.0,0.0,0,0
2003-12-26,0.0014478164677283322,0.0014478164677283322,0.0,0.0,0,0
2003-12-28,0.0,0.0,0.0,0.0,0,0
2003-12-29,0.008047374544407366,0.008047374544407366,0.0,0.0,0,0
2003-12-30,0.002270507930891939,0.0023207210273105128,0.10042619283714814,5.021309641857407e-05,1,1
2003-12-31,-0.0008766161655105243,-0.0008766161655105243,0.0,0.0,0,0
2004-01-01,0.0003496986028687066,0.0003496986028687066,0.0,0.0,0,0
2004-01-02,-0.0015145963995103731,-0.0015145963995103731,0.0,0.0,0,0
2004-01-04,0.0,0.0,0.0,0.0,0,0
2004-01-05,0.012296200818804441,0.012296200818804441,0.0,0.0,0,0
2004-01-06,0.0019792544831765523,0.0019792544831765523,0.0,0.0,0,0
2004-01-07,0.0001010270969929072,0.0001010270969929072,0.0,0.0,0,0
2004-01-08,0.003863666081122341,0.003863666081122341,0.0,0.0,0,0
2004-01-09,0.00021077171905654652,0.00021077171905654652,0.0,0.0,0,0
2004-01-11,0.0,0.0,0.0,0.0,0,0
2004-01-12,0.003828605356996712,0.003828605356996712,0.0,0.0,0,0
2004-01-13,-0.002582661102509718,-0.002582661102509718,0.0,0.0,0,0
2004-01-14,0.0011427668170395444,0.0011427668170395444,0.0,0.0,0,0
2004-01-15,-0.005670335575934194,-0.005670335575934194,0.0,0.0,0,0
2004-01-16,0.0038132771765697748,0.0038132771765697748,0.0,0.0,0,0
2004-01-18,0.0,0.0,0.0,0.0,0,0
2004-01-19,0.0011928936569504873,0.0011928936569504873,0.0,0.0,0,0
2004-01-20,0.0007439484457992659,0.0007439484457992659,0.0,0.0,0,0
2004-01-21,0.0013062773465054873,0.0013062773465054873,0.0,0.0,0,0
2004-01-22,0.00011879547077426196,0.00011879547077426196,0.0,0.0,0,0
2004-01-23,-0.0004647513802674009,-0.0004647513802674009,0.0,0.0,0,0
2004-01-25,0.0,0.0,0.0,0.0,0,0
2004-01-26,0.003818606036506987,0.003818606036506987,0.0,0.0,0,0
2004-01-27,0.0011484333058442778,0.0011484333058442778,0.0,0.0,0,0
2004-01-28,-0.0061694881597827754,-0.0061694881597827754,0.0,0.0,0,0
2004-01-29,-0.00321489650897999,-0.00321489650897999,0.0,0.0,0,0
2004-01-30,-0.00023199490181575455,-0.00023199490181575455,0.0,0.0,0,0
2004-02-01,0.0,0.0,0.0,0.0,0,0
2004-02-02,0.0011369189302970865,0.0011369189302970865,0.0,0.0,0,0
2004-02-03,0.0009518177626482786,0.0009518177626482786,0.0,0.0,0,0
2004-02-04,-0.004389771340828287,-0.004389771340828287,0.0,0.0,0,0
2004-02-05,-0.00011041990400157407,-0.00011041990400157407,0.0,0.0,0,0
2004-02-06,0.010077469474497485,0.010077469474497485,0.0,0.0,0,0
2004-02-08,0.0,0.0,0.0,0.0,0,0
2004-02-09,0.002279703454973703,0.002279703454973703,0.0,0.0,0,0
2004-02-10,0.0017266955352986846,0.0017266955352986846,0.0,0.0,0,0
2004-02-11,0.008247197933564291,0.008247197933564291,0.0,0.0,0,0
2004-02-12,-0.002574105197529913,-0.002574105197529913,0.0,0.0,0,0
2004-02-13,-0.0029461910302384657,-0.0029461910302384657,0.0,0.0,0,0
2004-02-15,0.0,0.0,0.0,0.0,0,0
2004-02-16,0.001635990399232112,0.001635990399232112,0.0,0.0,0,0
2004-02-17,0.0075674463557790245,0.0075674463557790245,0.0,0.0,0,0
2004-02-18,-0.004069234191673559,-0.004069234191673559,0.0,0.0,0,0
2004-02-19,-0.0020189853838725375,-0.0020189853838725375,0.0,0.0,0,0
2004-02-20,-0.007011771383803386,-0.007011771383803386,0.0,0.0,0,0
2004-02-22,0.0,0.0,0.0,0.0,0,0
2004-02-23,-0.0011501904291166963,-0.0011501904291166963,0.0,0.0,0,0
2004-02-24,0.00104661370869294,0.00104661370869294,0.0,0.0,0,0
2004-02-25,-0.0012894597266316671,-0.0012894597266316671,0.0,0.0,0,0
2004-02-26,0.0024943681404575183,0.0024943681404575183,0.0,0.0,0,0
2004-02-27,0.0027612955348389973,0.0027612955348389973,0.0,0.0,0,0
2004-02-29,0.0,0.0,0.0,0.0,0,0
2004-03-01,0.010392511750886967,0.010392511750886967,0.0,0.0,0,0
2004-03-02,-0.005070855464978986,-0.005070855464978986,0.0,0.0,0,0
2004-03-03,0.0005129577512624623,0.0005129577512624623,0.0,0.0,0,0
2004-03-04,0.0021075175919310217,0.0021075175919310217,0.0,0.0,0,0
2004-03-05,0.006456443615149631,0.006456443615149631,0.0,0.0,0,0
2004-03-08,-0.004338639278226572,-0.004338639278226572,0.0,0.0,0,0
2004-03-09,0.00016594128423062367,0.00016594128423062367,0.0,0.0,0,0
2004-03-10,-0.006645391804395244,-0.006645391804395244,0.0,0.0,0,0
2004-03-11,-0.006926697378204045,-0.006926697378204045,0.0,0.0,0,0
2004-03-12,0.002224454645710981,0.002224454645710981,0.0,0.0,0,0
2004-03-14,0.0,0.0,0.0,0.0,0,0
2004-03-15,-0.0021323525566876228,-0.0021323525566876228,0.0,0.0,0,0
2004-03-16,0.004845057414540068,0.004845057414540068,0.0,0.0,0,0
2004-03-17,0.010423452249473797,0.010423452249473797,0.0,0.0,0,0
2004-03-18,0.0016073897441786777,0.0016073897441786777,0.0,0.0,0,0
2004-03-19,-0.002665505391011226,-0.002665505391011226,0.0,0.0,0,0
2004-03-21,0.0,0.0,0.0,0.0,0,0
2004-03-22,-0.003454364313135825,-0.003454364313135825,0.0,0.0,0,0
2004-03-23,0.0009912457948063138,0.0009912457948063138,0.0,0.0,0,0
2004-03-24,-0.0024110943359424,-0.0024110943359424,0.0,0.0,0,0
2004-03-25,0.008621053166207393,0.008621053166207393,0.0,0.0,0,0
2004-03-26,0.001937614811712866,0.001937614811712866,0.0,0.0,0,0
2004-03-28,0.0,0.0,0.0,0.0,0,0
2004-03-29,0.002879035716274795,0.002879035716274795,0.0,0.0,0,0
2004-03-30,0.004436817530101993,0.004436817530101993,0.0,0.0,0,0
2004-03-31,0.004917726720577736,0.004917726720577736,0.0,0.0,0,0
2004-04-01,0.004728480374359895,0.004728480374359895,0.0,0.0,0,0
2004-04-02,0.0004309542630165879,0.0004309542630165879,0.0,0.0,0,0
2004-04-04,0.0,0.0,0.0,0.0,0,0
2004-04-05,-0.002742019331694833,-0.002742019331694833,0.0,0.0,0,0
2004-04-06,-0.002516986113801279,-0.002516986113801279,0.0,0.0,0,0
2004-04-07,-0.00046867278737166337,-0.00046867278737166337,0.0,0.0,0,0
2004-04-08,-0.004637747847151806,-0.004637747847151806,0.0,0.0,0,0
2004-04-09,-0.001730101885470879,-0.001730101885470879,0.0,0.0,0,0
2004-04-12,-0.0031931764279223775,-0.0031931764279223775,0.0,0.0,0,0
2004-04-13,-0.015904970962361178,-0.015904970962361178,0.0,0.0,0,0
2004-04-14,-0.00895906001818189,-0.00895906001818189,0.0,0.0,0,0
2004-04-15,0.0005293656889725711,0.0005293656889725711,0.0,0.0,0,0
2004-04-16,0.00498647833480934,0.00498647833480934,0.0,0.0,0,0
2004-04-18,0.0,0.0,0.0,0.0,0,0
2004-04-19,4.266953737066062e-05,4.266953737066062e-05,0.0,0.0,0,0
2004-04-20,-0.013981142366156572,-0.013981142366156572,0.0,0.0,0,0
2004-04-21,-0.005828862105927882,-0.005828862105927882,0.0,0.0,0,0
2004-04-22,0.008019425938772216,0.008019425938772216,0.0,0.0,0,0
2004-04-23,-0.00010445200123178312,-0.00010445200123178312,0.0,0.0,0,0
2004-04-25,0.0,0.0,0.0,0.0,0,0
2004-04-26,-0.00017731132596078612,-0.00017731132596078612,0.0,0.0,0,0
2004-04-27,0.001641469572437436,0.001641469572437436,0.0,0.0,0,0
2004-04-28,-0.015064318741328261,-0.015064318741328261,0.0,0.0,0,0
2004-04-29,-0.005765287616895383,-0.005765287616895383,0.0,0.0,0,0
2004-04-30,-0.0025780616615143415,-0.0025780616615143415,0.0,0.0,0,0
2004-05-02,0.0,0.0,0.0,0.0,0,0
2004-05-03,0.005396149584553523,0.005396149584553523,0.0,0.0,0,0
2004-05-04,0.002590453146921886,0.002590453146921886,0.0,0.0,0,0
2004-05-05,0.00036458555751592753,0.00036458555751592753,0.0,0.0,0,0
2004-05-06,-0.007904840026065315,-0.007904840026065315,0.0,0.0,0,0
2004-05-07,-0.016356295992344845,-0.016356295992344845,0.0,0.0,0,0
2004-05-09,0.0,0.0,0.0,0.0,0,0
2004-05-10,-0.008918204177911357,-0.008918204177911357,0.0,0.0,0,0
2004-05-11,0.003197756169295861,0.003197756169295861,0.0,0.0,0,0
2004-05-12,0.0031322347352491296,0.0031322347352491296,0.0,0.0,0,0
2004-05-13,-0.0031074855871302182,-0.0031074855871302182,0.0,0.0,0,0
2004-05-14,0.001618881771670326,0.001618881771670326,0.0,0.0,0,0
2004-05-16,0.0,0.0,0.0,0.0,0,0
2004-05-17,-0.005041433807972233,-0.005041433807972233,0.0,0.0,0,0
2004-05-18,0.0054848627107356995,0.0054848627107356995,0.0,0.0,0,0
2004-05-19,0.0023050987512156316,0.0023050987512156316,0.0,0.0,0,0
2004-05-20,0.00019766030934784666,0.00019766030934784666,0.0,0.0,0,0
2004-05-21,0.004834050720355886,0.004834050720355886,0.0,0.0,0,0
2004-05-23,0.0,0.0,0.0,0.0,0,0
2004-05-24,0.00307568731069601,0.00307568731069601,0.0,0.0,0,0
2004-05-25,0.008854354309984446,0.008854354309984446,0.0,0.0,0,0
2004-05-26,0.003731426991607991,0.003731426991607991,0.0,0.0,0,0
2004-05-27,0.007272041842971773,0.007272041842971773,0.0,0.0,0,0
2004-05-28,1.0232255743074714e-05,1.0232255743074714e-05,0.0,0.0,0,0
2004-05-30,0.0,0.0,0.0,0.0,0,0
2004-05-31,0.001223575181527467,0.001223575181527467,0.0,0.0,0,0
2004-06-01,-0.0014694983852975478,-0.0014694983852975478,0.0,0.0,0,0
2004-06-02,-0.0010559376799385083,-0.0010559376799385083,0.0,0.0,0,0
2004-06-03,-0.007655291151973523,-0.007655291151973523,0.0,0.0,0,0
2004-06-04,0.0031081387234049213,0.0031081387234049213,0.0,0.0,0,0
2004-06-06,0.0,0.0,0.0,0.0,0,0
2004-06-07,0.01107530948582365,0.01107530948582365,0.0,0.0,0,0
2004-06-08,-0.00183324110685935,-0.00183324110685935,0.0,0.0,0,0
2004-06-09,-0.009016985160932654,-0.009016985160932654,0.0,0.0,0,0
2004-06-10,0.0036878664508358536,0.0036878664508358536,0.0,0.0,0,0
2004-06-11,-0.0008067434793902463,-0.0008067434793902463,0.0,0.0,0,0
2004-06-13,0.0,0.0,0.0,0.0,0,0
2004-06-14,-0.00904311321389252,-0.00904311321389252,0.0,0.0,0,0
2004-06-15,0.009351441133564738,0.009351441133564738,0.0,0.0,0,0
